iter	Logloss
122	0.5819542421
123	0.5815931794
124	0.5812942508
125	0.5810631812
126	0.580545614
127	0.5801060251
128	0.5797469486
129	0.5793654459
130	0.578888199
131	0.5784680077
132	0.5782948916
133	0.5780122389
134	0.577375898
135	0.5769237829
136	0.5765571546
137	0.5761813121
138	0.5752339908
139	0.5749091919
140	0.5746232344
141	0.5743963477
142	0.574265684
143	0.5741070298
144	0.5739178429
145	0.5735389464
146	0.5733325036
147	0.5729062289
148	0.5725782
149	0.5723865607
150	0.5719967812
151	0.5716068108
152	0.571304847
153	0.5711167035
154	0.5709592563
155	0.5707575832
156	0.5706438484
157	0.5702076019
158	0.5698058012
159	0.5696352467
160	0.5693733319
161	0.5689060166
162	0.5685125354
163	0.5683372806
164	0.5681750922
165	0.5680294874
166	0.5678557473
167	0.5674210698
168	0.5672298713
169	0.5669258758
170	0.5667792151
171	0.5663456293
172	0.5658392018
173	0.5656387954
174	0.5654109248
175	0.5650398882
176	0.5648264717
177	0.5646680268
178	0.5643502015
179	0.5641171371
180	0.5638437416
181	0.5634378749
182	0.5632195123
183	0.5627726515
184	0.5626462139
185	0.5625776747
186	0.5623520336
187	0.5621274796
188	0.5620861039
189	0.5618515569
190	0.5615701342
191	0.5614275288
192	0.5613000823
193	0.5606923022
194	0.5602557397
195	0.5601908485
196	0.5600152628
197	0.5597944484
198	0.5596692215
199	0.5595081673
200	0.5592974492
201	0.5592324708
202	0.5586348217
203	0.5585661619
204	0.5582932842
205	0.5582514967
206	0.5577565955
207	0.5572960826
208	0.557175831
209	0.5568723484
210	0.5567841241
211	0.5565736188
212	0.556194739
213	0.5559313768
214	0.5558570779
215	0.5555343574
216	0.5553126988
217	0.5552384548
218	0.5551912234
219	0.5551395141
220	0.5550512523
221	0.5549758446
222	0.5545544544
223	0.5544576051
224	0.554117014
225	0.5540006808
226	0.5537087789
227	0.5535971614
228	0.5532127821
229	0.5530330621
230	0.5527014902
231	0.5525376755
232	0.5523950606
233	0.5523692655
234	0.5519348372
235	0.5519190635
236	0.5518823451
237	0.5518353293
238	0.5517623227
239	0.5515468162
240	0.5514154664
241	0.5512391665
242	0.5510014504
243	0.5508327072
244	0.5507323635
245	0.5505604371
246	0.5503923085
247	0.5501915717
248	0.5501297932
249	0.5497657215
250	0.5493491089
251	0.549337735
252	0.5492972126
253	0.5492164945
254	0.5490825479
255	0.5487086187
256	0.5486297509
257	0.5485186855
258	0.5483011077
259	0.5481030148
260	0.5479155665
261	0.5478211535
262	0.5475530061
263	0.5474765028
264	0.5473418259
265	0.5468231367
266	0.5467294414
267	0.5464754273
268	0.5464570573
269	0.5463109906
270	0.5455953038
271	0.545378781
272	0.544786837
273	0.5447688436
274	0.5447619408
275	0.5444462227
276	0.5443985032
277	0.5443432807
278	0.5441765339
279	0.5439457835
280	0.5438867755
281	0.5436180185
282	0.5435420391
283	0.54345839
284	0.5431923772
285	0.5431320514
286	0.5426836761
287	0.5423886086
288	0.5422576998
289	0.5420005659
290	0.5416969801
291	0.5414706647
292	0.5413142387
293	0.5412430607
294	0.5411344353
295	0.5410330226
296	0.5403826689
297	0.5401995535
298	0.5399118139
299	0.5397954292
300	0.5396390564
301	0.5392203423
302	0.5390396013
303	0.5388968993
304	0.5386569816
305	0.5382971809
306	0.537795456
307	0.5371631619
308	0.5370389741
309	0.5367797691
310	0.5367728312
311	0.5366200823
312	0.5361353043
313	0.5359365558
314	0.535690061
315	0.5355661478
316	0.5354938987
317	0.5354885782
318	0.5353347759
319	0.5351112219
320	0.5348930797
321	0.5344745738
322	0.5343308245
323	0.5343287449
324	0.5342454584
325	0.5340218851
326	0.533611635
327	0.5334059997
328	0.5332227821
329	0.5329308825
330	0.5328541044
331	0.5327690025
332	0.5326983592
333	0.5324525334
334	0.5323694214
335	0.5322595535
336	0.5320685439
337	0.5319846271
338	0.5318972649
339	0.531557256
340	0.5314709768
341	0.5311906998
342	0.5309759156
343	0.5305029427
344	0.5304232752
345	0.5301003857
346	0.5298607745
347	0.5294965563
348	0.529391233
349	0.5293292603
350	0.5291594645
351	0.5289136256
352	0.5287841782
353	0.5283388158
354	0.5280899592
355	0.5280435825
356	0.5279336856
357	0.5277761634
358	0.5275755616
359	0.5274078584
360	0.5272655585
361	0.5270192426
362	0.5270060766
363	0.5266516566
364	0.5262492823
365	0.526160861
366	0.5261278534
367	0.5258360768
368	0.5256142295
369	0.525513862
370	0.5254039652
371	0.5253016655
372	0.5252928457
373	0.525012339
374	0.5247639439
375	0.5247045378
376	0.5245599635
377	0.5240744039
378	0.5237255408
379	0.52352833
380	0.5233541575
381	0.5233472432
382	0.5232221263
383	0.5228519815
384	0.5227720401
385	0.5227158693
386	0.5225080335
387	0.5223893479
388	0.5222365366
389	0.5221005326
390	0.5219274758
391	0.5219007805
392	0.5212648531
393	0.5210122139
394	0.5206645104
395	0.5204515236
396	0.5204397917
397	0.520197707
398	0.5201184095
399	0.5197477636
400	0.5194871565
401	0.5193014694
402	0.5192383608
403	0.5191774145
404	0.5190027658
405	0.5189740937
406	0.5186270112
407	0.5184932737
408	0.5183763001
409	0.5183109114
410	0.5182972199
411	0.5180610714
412	0.5179184066
413	0.5178561382
414	0.5177778271
415	0.5176956893
416	0.5175667496
417	0.5174516423
418	0.5174325072
419	0.517324704
420	0.5171987279
421	0.5171431283
422	0.516955699
423	0.5169355075
424	0.516831398
425	0.5167885576
426	0.5167390855
427	0.5163908214
428	0.5163907252
429	0.5163195985
430	0.516315795
431	0.5160425185
432	0.5160388752
433	0.5158703858
434	0.5155758645
435	0.5153499996
436	0.5151956374
437	0.5148677055
438	0.5147160029
439	0.514517299
440	0.5140945238
441	0.5136686576
442	0.5135687854
443	0.5135094779
444	0.5134644409
445	0.5132918125
446	0.5131443294
447	0.5131144614
448	0.5129942055
449	0.5129773187
450	0.5129167749
451	0.5127999084
452	0.5125369591
453	0.5122897107
454	0.512088335
455	0.5120098503
456	0.511950686
457	0.5117470291
458	0.5115448088
459	0.5115094815
460	0.5113742743
461	0.5111558997
462	0.5110604581
463	0.5105672376
464	0.5103383032
465	0.5103049244
466	0.5102481947
467	0.5099086293
468	0.5095772434
469	0.5094883013
470	0.5094818836
471	0.5093687291
472	0.5092224777
473	0.5092113788
474	0.5091818301
475	0.5091775252
476	0.5090603829
477	0.5087574135
478	0.5087549292
479	0.5085698755
480	0.5084841369
481	0.5082315197
482	0.5081906644
483	0.5081312278
484	0.5080196851
485	0.5078176116
486	0.5076385407
487	0.5074438972
488	0.5071966304
489	0.5071566215
490	0.5070900355
491	0.5068889217
492	0.5066181728
493	0.5063418277
494	0.5062918026
495	0.5061496028
496	0.5060119878
497	0.5058552078
498	0.5058248264
499	0.5058021265
500	0.5057064598
501	0.5053642237
502	0.5053264022
503	0.5052828391
504	0.505282788
505	0.505260707
506	0.5052097522
507	0.5050888615
508	0.5050230032
509	0.5048088307
510	0.5046215306
511	0.504573664
512	0.5044701021
513	0.5043220497
514	0.5043179674
515	0.5042386774
516	0.5042128942
517	0.5040523534
518	0.5038155894
519	0.503597122
520	0.5034728259
521	0.503438838
522	0.5031660802
523	0.5031098246
524	0.5030005675
525	0.5028280934
526	0.5027010175
527	0.502391617
528	0.5022914323
529	0.5022103832
530	0.5021476423
531	0.5018942263
532	0.5018673772
533	0.5016675947
534	0.5016127199
535	0.5015612217
536	0.5015040091
537	0.5013514743
538	0.5012642716
539	0.5012308943
540	0.5011304986
541	0.501038231
542	0.5009925047
543	0.500989805
544	0.5009373453
545	0.5008645379
546	0.5008037751
547	0.5005103602
548	0.5004036718
549	0.5001536299
550	0.5000762066
551	0.4998340644
552	0.4997429657
553	0.4996400311
554	0.4994994592
555	0.4994298476
556	0.4994270642
557	0.4993365428
558	0.4992611693
559	0.4991454693
560	0.4990935251
561	0.4990159737
562	0.4989047029
563	0.4988608262
564	0.4987928984
565	0.4987618519
566	0.4985352411
567	0.4984670961
568	0.498438596
569	0.498252328
570	0.4981983033
571	0.498109926
572	0.4979409914
573	0.4976571665
574	0.4976045173
575	0.4975513049
576	0.4974626445
577	0.4974050516
578	0.497373037
579	0.497339193
580	0.4970047867
581	0.4968536261
582	0.4965074863
583	0.4964941682
584	0.4962426637
585	0.4962145611
586	0.4962135167
587	0.496116374
588	0.4960107129
589	0.4957489907
590	0.4956942151
591	0.4955914158
592	0.4954453312
593	0.495429475
594	0.4953315997
595	0.4952994925
596	0.495210968
597	0.4951866557
598	0.4949203591
599	0.494912812
600	0.4948719337
601	0.4948166426
602	0.4947005333
603	0.4946468264
604	0.4945305485
605	0.4944590335
606	0.4942768559
607	0.4940717755
608	0.4939732777
609	0.493932948
610	0.4938290963
611	0.4936651145
612	0.4935028193
613	0.4934670735
614	0.4932681152
615	0.4932638412
616	0.4931859532
617	0.4930109058
618	0.4929302677
619	0.4928628619
620	0.4926555938
621	0.4925250863
622	0.4924320613
623	0.492196969
624	0.4921387476
625	0.4920713933
626	0.4919613452
627	0.4918802755
628	0.4917507037
629	0.4917169564
630	0.4915796321
631	0.4913122299
632	0.4908366646
633	0.4908107266
634	0.4907533583
635	0.4907460085
636	0.4905418908
637	0.4904523924
638	0.4902830509
639	0.4898657467
640	0.4898612141
641	0.4898480694
642	0.4898277124
643	0.4897343619
644	0.4897156086
645	0.4896970441
646	0.4896610441
647	0.4895653818
648	0.4895597175
649	0.489552615
650	0.4895126022
651	0.4893154177
652	0.4892308472
653	0.4891992993
654	0.4890042434
655	0.4886742939
656	0.4885703368
657	0.4884669589
658	0.4883920102
659	0.4881325724
660	0.4881206765
661	0.4880726361
662	0.4880609021
663	0.4879056723
664	0.4878309474
665	0.4877868255
666	0.4877314187
667	0.4877033538
668	0.4875860966
669	0.4871885556
670	0.4870918581
671	0.4869765298
672	0.4868350025
673	0.4868225567
674	0.4867838854
675	0.4865619836
676	0.4864731109
677	0.4864533585
678	0.4863783754
679	0.4861645388
680	0.4859293698
681	0.4858838577
682	0.4856575017
683	0.485604932
684	0.4851466866
685	0.4851224456
686	0.485033482
687	0.4847616342
688	0.4846167429
689	0.4843513141
690	0.4842201979
691	0.4841202842
692	0.4838754427
693	0.483781679
694	0.4837292671
695	0.4834879185
696	0.4834586254
697	0.483191182
698	0.483080471
699	0.4830128125
700	0.4829744863
701	0.4829429978
702	0.4826838484
703	0.4825429925
704	0.4823569762
705	0.4823385784
706	0.4823366801
707	0.4821938389
708	0.4821264487
709	0.4820336473
710	0.4819307544
711	0.4818133762
712	0.4818007709
713	0.4817555452
714	0.481651332
715	0.4815512914
716	0.4815286801
717	0.4812284476
718	0.4812279852
719	0.4811591827
720	0.480832897
721	0.4805583147
722	0.4805045452
723	0.4804644551
724	0.480455111
725	0.4804217891
726	0.4803509478
727	0.4802636134
728	0.4800253767
729	0.4800031621
730	0.4797869564
731	0.4797579172
732	0.4796247219
733	0.479490194
734	0.4794731973
735	0.4794014912
736	0.4792634364
737	0.4791110405
738	0.4790132191
739	0.4789758903
740	0.4788308912
741	0.4787071863
742	0.4787067846
743	0.4784972188
744	0.4784844774
745	0.4784167719
746	0.4784110842
747	0.4782514253
748	0.4781938833
749	0.4780626547
750	0.4779082783
751	0.4778019676
752	0.4777043333
753	0.4776766484
754	0.477627079
755	0.4774706387
756	0.4774139121
757	0.4773619179
758	0.4770510116
759	0.4770367418
760	0.4770009321
761	0.47675115
762	0.4766162164
763	0.47642397
764	0.4762933197
765	0.4761287115
766	0.4760613498
767	0.4759692006
768	0.4759535793
769	0.4758905608
770	0.4758591547
771	0.4757467468
772	0.475588592
773	0.4755196626
774	0.4754714987
775	0.4754382553
776	0.4753958685
777	0.4753258509
778	0.475300526
779	0.4752456225
780	0.475128028
781	0.4750938483
782	0.4750932408
783	0.4750855512
784	0.4750126025
785	0.4749566052
786	0.4748402217
787	0.4746506662
788	0.4746366246
789	0.4745653018
790	0.4744756926
791	0.4743937467
792	0.4743901039
793	0.4741087315
794	0.4740221828
795	0.4740029135
796	0.4736959227
797	0.4736532003
798	0.4736167393
799	0.4731870379
800	0.4730619565
801	0.4730430725
802	0.4730205904
803	0.4729694961
804	0.4729151904
805	0.4728153261
806	0.4726483225
807	0.4726221602
808	0.4725954211
809	0.4724860261
810	0.4723610616
811	0.4722651191
812	0.4722281002
813	0.472091121
814	0.4719845544
815	0.4718400241
816	0.471683041
817	0.4715696778
818	0.4715046854
819	0.4712899014
820	0.4710513733
821	0.4708647723
822	0.4708521698
823	0.4707812792
824	0.4705426987
825	0.4703685686
826	0.4703262668
827	0.4702616358
828	0.4701891572
829	0.4697741497
830	0.4697551195
831	0.4697359404
832	0.4695170415
833	0.469255759
834	0.4690857432
835	0.4689535687
836	0.4687043522
837	0.4684360322
838	0.4682851322
839	0.4682595756
840	0.4682087266
841	0.4681550847
842	0.4680896702
843	0.4679919389
844	0.4679298796
845	0.4678326572
846	0.4678120242
847	0.4677879276
848	0.4675995308
849	0.4673496521
850	0.4673041534
851	0.4671692301
852	0.4670071331
853	0.4669533343
854	0.4668892905
855	0.4667640431
856	0.4667496229
857	0.4667271737
858	0.4666606292
859	0.4666382719
860	0.4665833294
861	0.4665323178
862	0.4664807134
863	0.466465783
864	0.4663531565
865	0.4662423881
866	0.466221857
867	0.4659349309
868	0.4657061028
869	0.4655437087
870	0.465412246
871	0.4653984472
872	0.4653564131
873	0.4653267334
874	0.4653176825
875	0.4650980659
876	0.4650254292
877	0.4650253008
878	0.464920234
879	0.4649008494
880	0.4647853531
881	0.4646024394
882	0.4645656249
883	0.4644475863
884	0.4642526048
885	0.4642056931
886	0.4639127428
887	0.4638025195
888	0.4637616747
889	0.4636423004
890	0.4636244986
891	0.4635797146
892	0.4635739249
893	0.4635267657
894	0.4635086379
895	0.4634952737
896	0.4634733816
897	0.4634486545
898	0.4631878373
899	0.4629934974
900	0.4629785813
901	0.4629748219
902	0.4628298216
903	0.4628297799
904	0.4626585218
905	0.4626508557
906	0.462562957
907	0.4624078663
908	0.4623594395
909	0.4623488826
910	0.4622154377
911	0.462208564
912	0.4621312029
913	0.4621204694
914	0.4621051278
915	0.46210509
916	0.4618442642
917	0.4618144927
918	0.4615472692
919	0.4615471681
920	0.4615226499
921	0.4614957368
922	0.4613566314
923	0.4613263832
924	0.4611754502
925	0.4610928644
926	0.4608207645
927	0.4606976897
928	0.4603946597
929	0.4601368044
930	0.4600451659
931	0.4598645337
932	0.459807099
933	0.459747767
934	0.4593711162
935	0.4593121162
936	0.4591536312
937	0.4590910015
938	0.4590625531
939	0.4588847841
940	0.4588077199
941	0.4586875629
942	0.4586199493
943	0.4585441248
944	0.4583532595
945	0.4582963912
946	0.4581432467
947	0.4579993264
948	0.457934093
949	0.4578665476
950	0.4578656052
951	0.4576797255
952	0.4576094537
953	0.4576093484
954	0.4574050775
955	0.4573843705
956	0.4573398758
957	0.4572879604
958	0.457168413
959	0.4571352768
960	0.4570300093
961	0.4568365431
962	0.4566640041
963	0.4564593218
964	0.4562829972
965	0.4561772498
966	0.455818038
967	0.4558147151
968	0.4557757743
969	0.4557340648
970	0.4557009681
971	0.4556375012
972	0.4554100287
973	0.4552513842
974	0.4551581712
975	0.4551488567
976	0.4551377039
977	0.4549673043
978	0.4549074096
979	0.4547246689
980	0.4547204084
981	0.4547027749
982	0.4547024194
983	0.454691271
984	0.4545977046
985	0.4544528112
986	0.4542068771
987	0.4541814782
988	0.4541572355
989	0.4541494378
990	0.4540267722
991	0.4538897181
992	0.4537702115
993	0.4537011977
994	0.4536294009
995	0.4536222925
996	0.4533773183
997	0.4531484903
998	0.4530704585
999	0.4530576339
